Date,Open,High,Low,Close,Adj Close,Volume
3/7/2019,83.629997,83.769997,82.300003,82.919998,82.403267,2269500
3/8/2019,82.269997,82.589996,81.660004,82.449997,81.936188,1970000
3/11/2019,82.769997,82.980003,82.110001,82.800003,82.284012,2246300
3/12/2019,83.129997,83.599998,82.349998,83.410004,82.890213,2266900
3/13/2019,83.82,84.730003,83.43,83.669998,83.14859,2345300
3/14/2019,84.510002,85.07,83.760002,85,84.470299,2363100
3/15/2019,85,86.080002,84.989998,85.760002,85.225571,3775200
3/18/2019,86.129997,87.089996,85.889999,86.209999,85.672752,1983500
3/19/2019,86.400002,86.900002,85.57,85.699997,85.165932,1433000
3/20/2019,85.769997,85.769997,84.339996,84.919998,84.390793,2879700
3/21/2019,84.489998,85.82,84.370003,85.790001,85.255371,2076200
3/22/2019,85.370003,85.580002,84.230003,84.57,84.042976,3209500
3/25/2019,84.650002,84.720001,83.639999,84.019997,83.496407,1488500
3/26/2019,84.160004,84.160004,82.889999,83.5,82.979645,3342400
3/27/2019,83.5,83.809998,81.720001,82.449997,81.936188,3627200
3/28/2019,82.599998,83.379997,82.540001,83.209999,82.69146,1977000
3/29/2019,82.919998,83.849998,82.879997,83.110001,82.592079,2857100
4/1/2019,83.940002,84.870003,83.529999,84.150002,83.625595,3434400
4/2/2019,84.099998,85.220001,83.860001,85.040001,84.510056,3389100
4/3/2019,85.620003,87.029999,85.330002,86.790001,86.249146,2853800
4/4/2019,87.160004,87.639999,86.82,87.309998,86.765892,2016100
4/5/2019,87.449997,88.089996,87.199997,87.440002,86.895096,2618400
4/8/2019,87.730003,88.25,87.089996,88.18,87.630486,1561400
4/9/2019,87.860001,88.129997,86.93,87.099998,86.557205,2480400
4/10/2019,87.190002,88.089996,87.050003,87.989998,87.441666,1039600
4/11/2019,88.279999,88.690002,87.959999,88.529999,87.978294,1696600
4/12/2019,88.900002,89.339996,88.239998,88.730003,88.177048,1337400
4/15/2019,88.93,89.010002,87.739998,88.169998,87.620544,1371900
4/16/2019,88.389999,88.620003,88.089996,88.150002,87.60067,1619400
4/17/2019,88.510002,88.75,87.699997,87.760002,87.213104,2058900
4/18/2019,87.68,87.720001,86.010002,87.230003,86.686401,1717600
4/22/2019,86.75,88.040001,86.339996,87.910004,87.36216,2225000
4/23/2019,87.870003,88.529999,87.540001,87.910004,87.36216,2799300
4/24/2019,87.120003,88,86.849998,87.5,86.954712,3268700
4/25/2019,87.330002,88.050003,87.220001,87.629997,87.0839,1156000
4/26/2019,87.940002,88.510002,87.440002,88.010002,87.461533,2292300
4/29/2019,88.459999,88.459999,87.120003,87.25,86.706276,3069400
4/30/2019,87.510002,87.919998,86.599998,86.989998,86.447891,4313400
5/1/2019,90.860001,93.720001,90.230003,92.599998,92.022934,5930600
5/2/2019,92.449997,92.730003,90.480003,91.230003,90.661476,2553900
5/3/2019,91.620003,93.459999,91.43,93.330002,92.74839,2559100
5/6/2019,91.290001,92.68,91.019997,92.300003,91.724815,2378800
5/7/2019,91.339996,92.029999,89.940002,90.489998,89.926086,1894000
5/8/2019,90.18,91.07,89.940002,90.699997,90.134781,2273000
5/9/2019,90.040001,91.440002,89.760002,91.139999,90.572037,1773700
5/10/2019,90.379997,91.879997,89.720001,91.529999,90.959602,1782300
5/13/2019,89.989998,90.230003,88.900002,89.370003,88.813065,1929200
5/14/2019,89.940002,92.370003,89.940002,91.739998,91.168297,2260200
5/15/2019,91.5,94,91.089996,93.650002,93.066391,2264700
5/16/2019,93.82,94.639999,93.660004,94.050003,93.613846,1600700
5/17/2019,92.779999,93.440002,92.620003,92.93,92.499039,1710200
5/20/2019,92.120003,92.300003,91.099998,91.470001,91.045807,2462800
5/21/2019,92.120003,92.559998,91.980003,92.110001,91.682838,2499700
5/22/2019,91.540001,92.589996,91.540001,92.019997,91.593254,1380700
5/23/2019,91.370003,92.510002,90.449997,90.660004,90.239571,5317800
5/24/2019,91.190002,91.559998,89.480003,89.910004,89.493042,2685200
5/28/2019,90.32,90.5,89.059998,89.199997,88.786331,1923800
5/29/2019,89,89.099998,87.959999,88.910004,88.497688,2052100
5/30/2019,89.209999,90.5,89.139999,89.660004,89.244209,1598100
5/31/2019,88.800003,90.120003,88.43,89.440002,89.025223,1954200
6/3/2019,89.150002,89.5,87.910004,88.43,88.019913,2651300
6/4/2019,89.480003,90.339996,88.919998,90.32,89.901138,2278200
6/5/2019,90.459999,90.989998,89.620003,90,89.582634,1777200
6/6/2019,90.269997,91.080002,90.169998,91,90.57798,1376200
6/7/2019,91.389999,93.379997,91.389999,92.510002,92.080986,1783000
6/10/2019,92.919998,94.18,92.839996,93.029999,92.598572,1845300
6/11/2019,93.839996,94.82,93.190002,93.93,93.4944,1108700
6/12/2019,93.989998,94.650002,93.239998,93.349998,92.917084,894500
6/13/2019,93.559998,93.760002,92.650002,93.029999,92.598572,1124100
6/14/2019,92.940002,93.620003,92.410004,93.419998,92.986763,887000
6/17/2019,93.309998,93.669998,92.709999,93.209999,92.77774,950400
6/18/2019,93.82,95.290001,93.540001,95.099998,94.658974,1642200
6/19/2019,94.900002,96.059998,94.559998,95.760002,95.315918,1561900
6/20/2019,95.709999,97.099998,95.57,96.870003,96.420769,2170700
6/21/2019,96.559998,97.029999,96.080002,96.139999,95.694145,2108000
6/24/2019,96.300003,96.440002,95.080002,95.510002,95.067078,1289100
6/25/2019,95.5,95.779999,93.010002,93.25,92.817551,2320900
6/26/2019,93.690002,94.870003,93.260002,94.519997,94.081665,1636600
6/27/2019,94.879997,96.879997,94.720001,96.529999,96.082336,1568500
6/28/2019,96.660004,97.739998,96.559998,97.739998,97.286728,3600300
7/1/2019,99,99.339996,98.120003,99.300003,98.8395,2980600
7/2/2019,99.300003,100.440002,98.669998,100.389999,99.924446,2873200
7/3/2019,100.529999,101.139999,100.160004,100.639999,100.173286,1150700
